Type of Event,Event Verticals,Name of Event,Dates,Hours,Date of Last Year's Event,Date of Next Year's Event,Country,City,Venue,# Atendees of Last Event,# Exhibitors of Last Event,URL,Phone Number,E-mail,About the Event,Exhibitors,Attendees,Exhibitor Info,Link to Photos,Link to Videos,Facebook,Instagram,Linkedin,Twitter
Conference,"Banking, Finance",The Exceptional Advisor Conference,27 May 2020-30 May 2020,09:00 AM - 06:00 PM,5-8 May 2019,May-21,USA,Boston,Hynes Convention Center,1500,100,https://investmentsandwealth.org/ace,+1 303 770 3377,,"Advnced Education for Experienced Investment and Wealth Advisors

While the Investments & Wealth Institute does not explicitly require prerequisite education or experience to attend, attendees who wish to maximize the value of each session should consider participating in the Investments & Wealth Institute's CIMA, CPWA, or RMA certification programs.

https://investmentsandwealth.org/conferences/2020/ace-2020,-the-exceptional-advisor-conference/pages/continuing-education","Oberweis Asset Management, Inc.,ProShares","Eligibility Criteria: Open to industry professionals
Fees: Institute Members - $795 (by Sep 13), $895 (after Sep 13)
Join & Go - $995 (by Sep 13), $1.095 (after Sep 13)
Non-members - $1.245 (by Sep 13), $1.345 (after Sep 13)
Attendee Registration","Sponsorship Fees: $50.000
Exhibitor Fees: $15.000
Sponsor & Exhibitor Registration",,https://www.youtube.com/user/IMCAVision/featured,https://www.facebook.com/investmentsandwealthinstitute/,,https://www.linkedin.com/company/357916/,https://twitter.com/iw_inst
Trade Show & Conference,"Banking, Finance",FIMA - Financial Information Management,4 May 2020-6 May 2020,08:00 AM - 07:00 PM,1-3 Apr 2019,Apr-May 2021,USA,Boston,The Sheraton,425,,https://fimaus.wbresearch.com/,+1 888 482 6012,,"Created By The Data Management Community, For The Data Management Community

Financial Information Management (FIMA), launched in 2005 is the leading data management event for financial services in the United States. Born as a reference data management event, FIMA has quickly grown to cover so much more as different kinds of data are creating new risks to manage and opportunities to capitalize on. Each of our events hosts more than 425guests from over 145 companies with three days content and 12 hours of networking.

https://fimaus.wbresearch.com/about-us","Aginity,ARM Insight,Bloomberg,Bureau van Dijk,Compact Solutions,Everteam,Exchange Data International,IHS Markit,Informatica,KPMG,Manta,MarkLogic,N-Tier Americas,NeoXam,Opus,Pitney Bowes,SAP,SIX Financial,Tableau Software,Xignite","Eligibility Criteria: Open to industry professionals
Fees: Contact required for further information
Attendee Registration","Customized sponsorship packages available
Contact required for further details
Sponsorship Registration",,,,,,
Conference,"Banking, Finance",NTCA Finance+Accounting Conference,4 Aug 2019-6 Aug 2019,12:00 PM - 06:00 PM (4 Aug 2020)|08:20 AM - 06:00 PM (5 Aug 2020)|07:30 AM - 04:00 PM (6 Aug 2020),27-30 Aug 2018,Aug-20,USA,Baltimore,Renaissance Baltimore Harborplace Hotel,,,https://www.ntca.org/events-education/events/2019-finance-accounting,+1 707 351 2118,meetings@ntca.org,"Best Practices for Telco Success

The NTCA 2019 Finance + Accounting Conference provides a perspective on the industry you wont find anywhere else. With a focus on both broad financial topics and specific telco issues, this conference gives you access to industry professionals from a wide range of sources ready to provide you with the skills and insights you need to help your company thrive.

https://www.ntca.org/events-education/events/2019-finance-accounting",,"Eligibility Criteria: Open to industry professionals
Fees: Member - $939 (Regular, deadline 8/3), $1.069 (Onsite)
Non-member - $1.069 (Regular, deadline 8/3), $1.239 (Onsite)
Preconference Workshop Bundle - $169
Preconference Workshop I: Telco Accounting Fundamentals - $109
Preconference Workshop II: Federal Policy Impact on Telco Accounting - $109
Attendee Registration","Sponsorship Fees: Vary between $750 - $5.000
Exhibitor Fees: Tabletop in Registration Area - $500
Sponsor & Exhibitor Registration",,,https://www.facebook.com/NTCARuralTelecom/,,https://www.linkedin.com/company/ntca,http://twitter.com/ntcaconnect
Conference,"Banking, Finance",GAW Finance and Economics Conference Dubrovnik,5 Aug 2019-6 Aug 2019,09:00 AM - 06:00 PM,,Aug-20,Croatia,Dubrovnik,Grand Hotel Park,,,https://globalacademicview.com/dubrovnik/,+33 601 67 19 77,info@macrotheme.com,"International Academic Conference on Finance and Economics

The conference organizing committee invites the submission of abstracts discussing the topics related to: investments, portfolio management, risk management, speculation and trading strategies, quantitative finance, behavioral finance, econometrics, corporate finance, accounting, and macroeconomics, with special focus on monetary policy and fiscal policy, as well as international trade and foreign exchange models. We also invite the abstracts on firm-specific topics, related to a broader business strategy and entrepreneurship.

https://globalacademicview.com/dubrovnik/",,"Eligibility Criteria: Open to industry professionals and academics
Fees: Early bird - 300
Regular - 350
Late - 400
E-session - 150
Participating co-author - 150
Attendee Registration",,,,,,,
Conference,"Banking, Finance",GAW Finance and Economics Conference Paris,20 Dec 2019-21 Dec 2019,09:00 AM - 06:00 PM,,Dec-20,France,Paris,92 rue Saint-Lazare 75009,,,https://globalacademicview.com/paris/,+33 601 67 19 77,info@macrotheme.com,"International Academic Conference on Finance and Economics

The conference organizing committee invites the submission of abstracts discussing the topics related to: investments, portfolio management, risk management, speculation and trading strategies, quantitative finance, behavioral finance, econometrics, corporate finance, accounting, and macroeconomics, with special focus on monetary policy and fiscal policy, as well as international trade and foreign exchange models. We also invite the abstracts on firm-specific topics, related to a broader business strategy and entrepreneurship.

https://globalacademicview.com/paris/",,"Eligibility Criteria: Open to industry professionals and academics
Fees: Early bird - 300
Regular - 350
Late - 400
E-session - 150
Participating co-author - 150
Attendee Registration",,,,,,,
Conference,"Banking, Finance",GAW AI and Business,26 Oct 2019-27 Oct 2019,09:00 AM - 06:00 PM,,Oct-20,France,Nice,Novotel Nice Centre,,,https://globalacademicview.com/ai-2/,+33 601 67 19 77,dtokic@inseec.com,"Academic Perspectives on AI Practices in Business & Finance

The conference organizing committee invites the submission of full papers and abstracts discussing the topics related to artificial intelligence and management, finance, and other business processes.

https://globalacademicview.com/ai-2/",,"Eligibility Criteria: Open to industry professionals and academics
Fees: Early bird - 300
Regular - 350
Late - 400
E-session - 150
Participating co-author - 150
Attendee Registration",,,,,,,
Conference,"Banking, Finance",HEFC - Higher Education Finance Conference,5 Aug 2019-6 Aug 2019,08:45 AM - 07:00 PM,26-27 June 2018,Summer 2020,Australia,Melbourne,Deakin University Downtown,160,,https://www.atem.org.au/conferences/hef-conference/2019-hefc,+61 2 9351 9456,info@atem.org.au,"Give Yourself to the Edge

Higher Education Finance Conference is the annual conference held jointly by ATEM and Higher Ed Services (HES). ATEM and HES are pleased to announce a number of speakers confirmed for the Melbourne 2019 Higher Education Finance Conference.

https://www.atem.org.au/conferences/hef-conference/2019-hefc",,"Eligibility Criteria: Open to industry professionals and academics
Fees: ATEM Member -AUD 1.350
ATEM Affiliate Member - AUD 1.395
Non-Member - AUD 1.495
One day rate -  AUD 500
Attendee Registration","Sponsorship packages are priced between $3.000 - $15.000
khanna@hes.edu.au
Sponsor & Exhibitor Application Form",,,,,,
Conference,"Banking, Finance","International Conference on Accounting, Finance, Statistics, Banking and Ethics Research",5 Aug 2019-6 Aug 2019,09:00 AM - 06:00 PM,,TBD,Indonesia,Bali,Mercure Bali Harvestland Kuta,,,https://www.intknowhub.com/indonesia-iaef2019,+62 361 750483,intknowhub@gmail.com,"Empowering Scholars through Knowledge Events accros the Globe

Conference scope covers, but not limited to, accounting, auditing, taxation, finance, banking, crowdfunding, IT in finance and banking, ethics in finance and banking, law and legal research on banking.

https://www.intknowhub.com/indonesia-iaef2019",,"Eligibility Criteria: Open to industry professionals and academics
Fees: Academics/Professionals - $400
Attendee/Listener - $300
Student - $250
Attendee Registration",,,,http://www.facebook.com/wix,https://instagram.com/wix/,,http://www.twitter.com/wix
Conference,"Banking, Finance",LIMRA Advanced Sales Forum,5 Aug 2019-7 Aug 2019,08:45 AM - 06:30 PM (5 Aug 2019)|08:00 AM - 06:00 PM (6 Aug 2019)|08:30 AM - 11:15 AM (7 Aug 2019),6-8 Aug 2018,Aug-20,USA,Chicago,Four Seasons Hotel Chicago,,,https://www.limra.com/en/events/conferences/2019/2019-advanced-sales-forum/,+1 860 285 7789,Customer.Service@limra.com,"Architects of the Future: Designing Sustainable Blueprints for Success

The LIMRA Advanced Sales Forum is the ONLY conference designed specifically to enhance the practice of advanced sales professionals like you. This practical event focuses not only on the challenges facing our industry, but also the potential opportunities they create for our companies and our clients.

https://www.limra.com/en/events/conferences/2019/2019-advanced-sales-forum/#overview",,"Eligibility Criteria: Open to industry professionals
Fees: Early-Bird Rates
LIMRA member - $1.335
LOMA (but not LIMRA) member - $2.000
Non-member - $2.670
After July 9, 2019
LIMRA Member - $1.535
LOMA (but not LIMRA) member - $2.300
Non-member - $3.070
Attendee Registration",,,https://www.youtube.com/user/limraloma/featured,http://www.facebook.com/LIMRANews,,http://www.linkedin.com/company/limra/,https://twitter.com/LIMRA
Conference,"Banking, Finance",LIMRA Distribution Conference for Financial Services,25 Feb 2020-27 Feb 2020,TBD,27 Feb-1 Mar 2019,Feb-Mar 2021,USA,Tampa,Marriott Tampa Waterside,351,,https://www.limra.com/en/events/conferences/2020/2019-distribution-conference-for-financial-services/,+1 860 285 7789,Customer.Service@limra.com,"Reshaping Distribution to Succeed in the USA and Canada

Dedicated to helping distribution executives and professionals achieve ever-greater success, this conference will present leading-edge strategies to enhance operations and increase sales. It is the premier event for anyone with a vested interest in channel growth, productivity.

https://www.limra.com/en/events/conferences/2020/2019-distribution-conference-for-financial-services/#overview",,"Eligibility Criteria: Open to industry professionals
Fees: Early Registration Rates (before January 30, 2020)
LIMRA Member - $1.320
LOMA (but not LIMRA) Member - $1.980
Non-member - $2.640
Standard Rates
LIMRA Member - $1.620
LOMA (but not LIMRA) Member - $2.430
Non-member - $3.240
Attendee Registration",Exhibitor Registration,,https://www.youtube.com/user/limraloma/featured,http://www.facebook.com/LIMRANews,,http://www.linkedin.com/company/limra/,https://twitter.com/LIMRA
Conference,"Banking, Finance",Indonesia Investor Conference,6 Aug 2019-7 Aug 2019,08:55 AM - 02:00 PM (6 Aug 2019)|12:00 PM - 01:00 PM (7 Aug 2019),3-4 May 2018,TBD,Indonesia,Jakarta,Mandarin Oriental Hotel,,,https://www.1on1schedule.com/eventweb.php?pid=a2FjNmVoMGthaWVj,+65 6657 1579,soen.ming.yeo@citi.com,"Indonesia's Leading Event for Top Investors

Indonesia Investor Conference will provide world-class global capabilities for corporate, institutional and retail investors through our dominant equity and debt sales and trading platforms, industry-leading research, top-tier institutional distribution capabilities, and access to the second-largest retail brokerage network in the U.S.

https://www.1on1schedule.com/eventweb.php?pid=a2FjNmVoMGthaWVj",,"Eligibility Criteria: Open to industry professionals
Fees: Contact required for further information
Attendee Registration",,,,http://www.facebook.com/citi,http://instagram.com/citi,http://www.linkedin.com/company/citi,https://twitter.com/Citi
Conference,"Banking, Finance",Community Bankers For Compliance Program,6 Aug 2019-7 Aug 2019,09:00 AM - 03:00 PM,7-8 May 2019,5-6 Nov 2019,USA,Indianapolis,The Landmark Conference Centre,,,https://indianabankers.org/community-bankers-compliance-program-23,+1 317 387 9380,LRees@indianabankers.org,"Up-To-Date Information on the Everchanging Bank Regulations

Indiana Bankers Association is pleased to sponsor the annual Community Bankers for Compliance Program (CBC). The CBC Program is the most successful and longest running compliance training program in the country. The CBC Program will provide your bank with up-to-date information on the everchanging bank regulations, as well as guidance for structuring and maintaining your in-bank compliance program.

https://indianabankers.org/community-bankers-compliance-program-23",,"Eligibility Criteria: Open to industry professionals
Fees: CBC Basic Program Membership
$1.350 for the first person for IBA members.
$450 for each additional person for IBA members.
$2.700 for Non-IBA Members
CBC Enhanced Program Membership
$900 additional charge to CBC Basic Program Membership",,,,,,,
Conference,"Banking, Finance",SCF Forum Americas,7 Aug 2019,09:30 AM - 04:55 PM,,TBD,USA,Los Angeles,USC Marshall School of Business,,,https://www.scfforumamericas.com/home,,events@adaugeomedia.com,"Bridging Physical and Financial Supply Chains

SCF Forum Americas brings together treasurers, procurement directors, banks, technology vendors and academics to learn from each other and set out the future of Supply Chain Finance. It features case studies from companies who have developed successful supply chain finance programmes, together with panel sessions to get into the detail of how to make supplier finance work for your organisation.

https://www.scfforumamericas.com/page/1391651/about",,"Eligibility Criteria: Open to industry professionals and academics
Fees: Standard price - $850
Academic - $250
Attendee Registration",,,,,,https://www.linkedin.com/company/scf-forum,https://twitter.com/scfeurope
Conference,"Banking, Finance",SCF Forum Europe,28 Nov 2019,TBD,29-Nov-18,Nov-20,Netherlands,Amsterdam,Beurs van Berlage,300,,https://www.scfforumeurope.com/,+44 203 086 7753,events@adaugeomedia.com,"The World's Leading Supply Chain Conference and Awards

Each year the Forum brings together treasurers, procurement directors, CFOs and others from the corporate world who want to develop their supply chain finance programmes. They meet and network with other corporates, business schools, banks, technology companies and consultants who, among them, represent the most comprehensive knowledge base on supply chain finance anywhere in the world.

https://www.scfforumeurope.com/page/1391630/about",,"Eligibility Criteria: Open to industry professionals
Fees: Standard rate - $1.179,75
Corporate rate - $574,75
Acatemic rate - $302,50
Attendee Registration",,,,,,https://www.linkedin.com/company/scf-forum,https://twitter.com/scfeurope
Conference,"Banking, Finance",SCF Forum Asia,23 May 2019,09:30 AM - 04:15 PM,23-May-18,May-20,Singapore,,National University of Singapore,150,,https://www.scfforumasia.com/home,,events@adaugeomedia.com,"Asia's Leading SCF Event for Corporates

The Forum brings together corporate treasurers with procurement directors, banks and technology providers to explore ways of optimising working capital without harming the supply chain. The full-day programme offers a complete overview of supply chain finance in our region, packed with case studies, technology updates and real-world advice from experts.

https://www.scfforumasia.com/page/1383930/about",,"Eligibility Crtieria: Open to industry professionals
Fees: Standard rate - S$1.350
Attendee Registration",,,,,,https://www.linkedin.com/company/scf-forum,https://twitter.com/scfeurope
Conference,"Banking, Finance",Audit and Risk Summit & Awards,7 Aug 2019,09:00 AM - 05:00 PM,22-Aug-17,Aug-21,India,Mumbai,The JW Marriott Juhu,,,http://auditandrisksummit.com/index.html,+91 88797 46640,maria.fernandes@ubsforums.com,"Audit Strategically To Build Credibility

Audit and Risk Summit & Awards 2019 is a power pack of Strategic Planning and Networking - All resulting in action plans and steps to make effective change in your organisation where you need it the most. At the end of the summit, youll be ready to tackle challenges and take the right actions to stay ahead of the fast-moving audit profession.

http://auditandrisksummit.com/index.html",,"Eligibility Criteria: Open to industry professionals
Fees: Conference Fee - INR 15.000
Conference + Nominations Fee - INR 20.000
Attendee Registration",,,,https://www.facebook.com/ubsforumsf/,,https://www.linkedin.com/company/ubsforums/,https://twitter.com/ubsforums/
Conference,"Banking, Finance",CFO Innovation Shanghai Forum,8 Aug 2019,09:00 AM - 05:05 PM,13-Apr-17,TBD,China,Shanghai,A Luxury Collection Hotel,180,,https://event.cfoinnovation.com/cfo-forum/2019/shanghai_en#,+65 6395 6788,pvoo@questex.com,"Finding New Innovative Growth Strategies & Financia? Sustainability Amidst Economic Uncertainty

Going into the 7th Annual Year, CFO Innovation Shanghai Forum - one of industry's most reputed, highly engaged and widely attended forum for the region's top Chief Financial Executives and Senior Financial Professionals, will unveil new innovative growth strategies to help organization regain financial stability and steady growth amidst economic uncertainty in China.

https://event.cfoinnovation.com/cfo-forum/2019/shanghai_en#/about",,"Eligibility Criteria: Open to industry professionals
Fees: Regular rate - $895
Service providers, vendors & consultants - $2.000
Attendee Registration","Sponsorship opportunities available
Contact required for further information
Catherine Wong
+65 6394 7696 
cwong@questex.com",,,https://www.facebook.com/CFO-Innovation-Asia-182712505991,,https://www.linkedin.com/company/cfo-innovation-asia/,https://twitter.com/cfo_innovation
Conference,"Banking, Finance",CFO Innovation Asia Forum,10 Apr 2019-11 Apr 2019,09:00 AM - 04:45 PM,9-10 May 2018,Apr-May 2020,Singapore,,Marina Bay Sands,350,,https://event.cfoinnovation.com/cfo-forum/2019/singapore,+65 6395 6788,pvoo@questex.com,"Strengthening Competitiveness through Agile Finance Transformation

CFOs in Singapore and in the region will look towards improving competitiveness of their finance function through ideal integration of technologies and learn from cross industries on how resources including workforce can be sustainably redeployed.

https://event.cfoinnovation.com/cfo-forum/2019/singapore#/about",,"Eligibility Criteria: Open to industry professionals
Fees: CFOs and related finance professionals - $1.895
Service providers, vendors & consultants - $2.795","Sponsorship opportunities available
Contact required for further information
Catherine Wong
+65 6394 7696 
cwong@questex.com",,,https://www.facebook.com/CFO-Innovation-Asia-182712505991,,https://www.linkedin.com/company/cfo-innovation-asia/,https://twitter.com/cfo_innovation
Conference,"Banking, Finance",CFO Innovation Manila Forum,27 Jun 2019,09:00 AM - 05:00 PM,26-Jun-18,Jun-20,Philippines,Manila,New World Makati Hotel,160,,https://event.cfoinnovation.com/cfo-forum/2019/manila,+65 6395 6788,pvoo@questex.com,"Integrating Financial Resilience and Ensuring Business Continuity

Designed exclusively for CFOs and the distinguished upper tier of finance in the country, the 6th CFO Innovation Philippines Forum presents a unique opportunity for our senior audience to network, collaborate and solve the most pertinent business challenges facing the finance function in the country, in order to sustain in 2019 towards a stronger 2020 and beyond.

https://event.cfoinnovation.com/cfo-forum/2019/manila#/about",,"Eligibility Criteria: Open to industry professionals
Fees: CFOs and related finance professionals - $1.195
Service providers, vendors & consultants - $1.795","Sponsorship opportunities available
Contact required for further information
Catherine Wong
+65 6394 7696 
cwong@questex.com",,,https://www.facebook.com/CFO-Innovation-Asia-182712505991,,https://www.linkedin.com/company/cfo-innovation-asia/,https://twitter.com/cfo_innovation
Conference,"Banking, Finance",CFO Innovation Thailand Forum,4 Jul 2019,09:00 AM - 05:00 PM,19-Jul-18,Jul-20,Thailand,Bangkok,AVANI+ Riverside Bangkok Hotel,160,,https://event.cfoinnovation.com/cfo-forum/2019/bangkok,+65 6395 6788,pvoo@questex.com,"Integrating Agility as the New Competitive Imperative

Join us at the 5th CFO Innovation Thailand Forum 2019 as we discuss what it takes to become an agile CFO that excel in navigating changing business landscapes, spotting new opportunities and driving competitiveness.

https://event.cfoinnovation.com/cfo-forum/2019/bangkok#/about",,"Eligibility Criteria: Open to industry professionals
Fees: CFOs and related finance professionals - $1.195
Service providers, vendors & consultants - $1.795","Sponsorship opportunities available
Contact required for further information
Catherine Wong
+65 6394 7696 
cwong@questex.com",,,https://www.facebook.com/CFO-Innovation-Asia-182712505991,,https://www.linkedin.com/company/cfo-innovation-asia/,https://twitter.com/cfo_innovation
Conference,"Banking, Finance",CFO Innovation Hong Kong Forum,25 Sep 2019-29 Sep 2019,09:00 AM - 05:00 PM,11-12 Sep 2018,Sep-20,China,Hong Kong,The Mira Hong Kong,280,,https://event.cfoinnovation.com/cfo-forum/2019/hongkong,+65 6395 6788,pvoo@questex.com,"Seizing New Growth Opportunities through Strategic Innovation and Transformation

Join us at the 10th CFO Innovation Hong Kong Forum 2019, where we gather more than 50 cross-industry finance experts, to share insights, as well as the latest trends and best practices in finance function - to navigate the changing business landscapes, explore new horizons and to drive agile competitiveness.

https://event.cfoinnovation.com/cfo-forum/2019/hongkong#/about",,"Eligibility Criteria: Open to industry professionals
Fees: CFOs and related finance professionals, end users - $895
Service providers, vendors & consultants - $2.000
Attendee Registration","Sponsorship opportunities available
Contact required for further information
Catherine Wong
+65 6394 7696 
cwong@questex.com",,,https://www.facebook.com/CFO-Innovation-Asia-182712505991,,https://www.linkedin.com/company/cfo-innovation-asia/,https://twitter.com/cfo_innovation
Conference,"Banking, Finance",CFO Innovation Malaysia Forum,2 Oct 2019,09:00 AM - 05:00 PM,25-Oct-18,Oct-20,Malaysia,Kuala Lumpur,Park Royal Kuala Lumpur,120,,https://event.cfoinnovation.com/cfo-forum/2019/kualalumpur,+65 6395 6788,pvoo@questex.com,"Strengthening the Finance and Operational Resilience to Ensure Business Continuity

Join us at the 7th CFO Innovation Malaysia Forum 2019, where over 200 CFOs and the distinguished upper tier of finance in the country convened  to discuss, exchange insights and collaborate, in order to successfully steer their businesses through turbulence.

https://event.cfoinnovation.com/cfo-forum/2019/kualalumpur#/about",,"Eligibility Criteria: Open to industry professionals
Fees: CFOs and related finance professionals, end users - $895
Service providers, vendors & consultants - $2.000
Attendee Registration","Sponsorship opportunities available
Contact required for further information
Catherine Wong
+65 6394 7696 
cwong@questex.com",,,https://www.facebook.com/CFO-Innovation-Asia-182712505991,,https://www.linkedin.com/company/cfo-innovation-asia/,https://twitter.com/cfo_innovation
Conference,"Banking, Finance",CFO Innovation Vietnam Forum,15 Aug 2019,09:10 AM - 04:40 PM,,Aug-20,Vietnam,Ho Chi Minh City,TBD,120,,https://event.cfoinnovation.com/cfo-forum/2019/hochiminh#/about,+65 6395 6788,pvoo@questex.com,"Integrating Efficient Finance Transformation

CFO Innovation Vietnam Forum in August 2019 will be the launch event in the country to bring together 120+ CFOs from manufacturing, travel and hospitality, energy, natural resources, logistics, retails, BFSI , telecommunications and many other cross-industries, discussing the ever evolving role of CFOs with the current policies, regulation, automation, cyber security and blockchain.

https://event.cfoinnovation.com/cfo-forum/2019/hochiminh#/about",,"Eligibility Criteria: Open to industry professionals
Fees: CFOs and related finance professionals, end users - $895
Service providers, vendors & consultants - $2.000
Attendee Registration","Sponsorship opportunities available
Contact required for further information
Catherine Wong
+65 6394 7696
cwong@questex.com",,,https://www.facebook.com/CFO-Innovation-Asia-182712505991,,https://www.linkedin.com/company/cfo-innovation-asia/,https://twitter.com/cfo_innovation
Conference,"Banking, Finance",Fintech Innovation Forum & Insurtech Asia Hong Kong,10 Oct 2019,09:00 AM - 05:00 PM,23-Oct-18,Oct-20,China,Hong Kong,TBD,150,,https://www.questexevent.com/fintech-innovation/2019/hongkong,+65 6395 4583,pollytan@questexasia.com,"The Future of Fintech: Navigating a World of Exponential Innovation & Irreversible Transformation

Supported by Fintech Innovation - the region's premier finance technology publication dedicated to the banking, financial services and insurance sector, the forum will focus on how technology is shaping financial services and the innovations, strategies and business models currently in vogue.

https://www.questexevent.com/fintech-innovation/2019/hongkong#/about",,"Eligibility Criteria: Open to industry professionals
Fees: Qualified IT end users - $895
Service providers, vendors & consultants - $1.795
Attendee Registration","Sponsorship opportunities available
Contact required for further information
Catherine Wong
+65 6394 7696 
cwong@questex.com",https://www.questexevent.com/fintech-innovation/2019/hongkong#/,,,,,
Conference,"Banking, Finance",Fintech Innovation Forum & Insurtech Asia Singapore,1 Aug 2019,09:00 AM - 05:00 PM,15-Aug-18,Aug-20,Singapore,,Novotel Singapre Clarke Quay,150,,https://www.questexevent.com/fintech-innovation/2019/singapore,+65 6395 4583,pvoo@questex.com,"Optimizing Fintech through Combining External and Internal Synergies

Questex Asias annual FinTech Innovation Forum will cover completely new ground by introducing interactive sessions to provide latest movements, trends, regulations and tools in the fintech and allied space.

https://www.questexevent.com/fintech-innovation/2019/singapore#/about",,"Eligibility Criteria: Open to industry professionals
Fees: Qualified IT end users - $895
Service providers, vendors & consultants - $1.795
Attendee Registration","Sponsorship opportunities available
Contact required for further information
Catherine Wong
+65 6394 7696 
cwong@questex.com",https://www.questexevent.com/fintech-innovation/2019/singapore,,,,,
Conference,"Banking, Finance",FPA Annual Conference,16 Oct 2019-18 Oct 2019,07:00 AM - 06:15 PM (16 Oct 2019)|07:45 AM - 06:15 PM (17 Oct 2019)|07:45 AM - 03:15 PM (18 Oct 2019),3-5 Oct 2018,Oct-20,USA,Minneapolis,Minneapolis Convention Center,2000,40,https://fpaannual.org/,+1 303 759-4900,MemberServices@OneFPA.org,"Largest Global Gathering of CFP Professionals & Thought Leaders in Financial Planning

Our annual event is designed to help you source new ideas, step away from your daily grind to access fresh perspectives, and develop your skills and talents in a setting built to foster connections. Its an event constructed for financial planners by financial planners, and is packed with content curated to help you become the best planner you can be.

https://fpaannual.org/about/","Model Capital Management LLC,Nationwide Advisory Solutions,JVM Realty Corporation,Davis Advisors,Foundation for Financial Planning,CFP Board Center for Financial Planning,Board International,Betterment for Advisors,Academy for Financial Services (AFS),Greater Horizons,Great American Insurance Group,Litman Gregory Master Funds,Model Capital Management LLC,PlanPlus Global,Trade PMR,The Options Industry Council,ViewTrade Institutional,TuitionFit,Vanguard Charitable,S&P Dow Jones Indices","Eligibility Criteria: Open to industry professionals
Fees: Advance (Ends August 30)
Member - $949
Non-Member - $1.149
Students - $249
Faculty - $399
Full (ends September 27)
Member - $1.049
Non-Member - $1.249
Students - $249
Faculty - $399
Early Bird Rate (ends July 26)
Member - $799
Non-Member - $999
Students - $249
Faculty - $399
Attendee Registration","Sponsorship opportunities available
Contact required for further information
Sponsorship Registration",https://fpaannual.org/about/#photos,,https://www.facebook.com/FinancialPlanningAssociation/?fref=ts,https://www.instagram.com/fpaconferences/,https://www.linkedin.com/company/financial-planning-association,https://twitter.com/fpassociation?lang=en
Conference,"Banking, Finance",FPA NorCal Conference,26 May 2020-27 May 2020,08:30 AM - 06:30 PM,28-29 May 2019,May-21,USA,San Francisco,Palace Hotel,600,,https://www.fpanorcal.org/,+1 415 413 4044,info@fpanorcal.org,"Regional Conference Planned by Financial Planners, for Financial Planners

This premier Conference has a national reputation for providing knowledgeable inspiring speakers and excellent networking opportunities for the more than 600 financial professionals who attend each year.

https://www.fpanorcal.org/about-fpa-norcal/",,"Eligibility Criteria: Open to industry pro?fessionals
Fees: Contact required for further information
Registration will be opened.
Attendee Registration",,https://www.smugmug.com/gallery/n-Vsrb96,,https://www.facebook.com/FinancialPlanningAssociation/?fref=ts,https://www.instagram.com/fpaconferences/,https://www.linkedin.com/company/financial-planning-association,https://twitter.com/fpassociation?lang=en
Trade Show & Conference,"Banking, Finance",Industry Summit - F&I and Showroom,4 Nov 2019-6 Nov 2019,08:00 AM - 07:30 PM,8-10 Oct 2018,Oct-Nov 2020,USA,New Orleans,New Orleans Marriot,1300,25,https://www.industrysummit.com/,+800 576 8788,lorena.cardenas@bobit.com,"Make the Industry Work for You

Industry Summit is the premier event for dealers, senior managers, and sales and F&I professionals. You have the power to control your own destiny today and in the years ahead.

https://www.industrysummit.com/about/overview","Alpha Warranty Services,AUL Corp,CareGard,Crystal Fusion Technologies,Dealertrack F&I,EasyCare,ECP Incorporated,Equity 4 U,F&I Express,Interstate Title Solutions,Mosaic Compliance Services, LLC,Reynolds and Reynolds,SouthwestRe,ETE Reman,Chalk Mark,Darwin Automotive,Endurance Dealer Services,American Guardian Warranty Services, Inc.,American Auto Guardian, Inc.,700 Credit","Eligibility Criteria: Open to industry professionals and trade visitors
Fees: Dealer Pass - $995
Agent Pass - $995
Industry Pass (Manufacturer/Supplier) - $1.900
P&A Leadership Summit - $1.045
Spouse Pass - $450
Attendee Registration","Sponsorship Fees: Vary between $1.000 - $20.000
Exhibitor Fees: Contact  required further information
Exhibitor Registration",https://www.industrysummit.com/photo-gallery-folder/2017-recap-in-photos,,https://www.facebook.com/FIMagazine,,,https://twitter.com/FI_Magazine
Conference,"Banking, Finance",Transfer Pricing India Summit,6 Aug 2019-7 Aug 2019,09:00 AM - 06:00 PM,9-10 Aug 2018,Aug-20,India,Mumbai,Holiday Inn Mumbai International Airport,300,,https://transferpricingindiasummit.com/,+91 22 6608 9643,pranav.mahajan@inventicon.in,"Recent Developments in Transfer Pricing

Evaluating the transfer pricing framework and regulatory measures considering the proposed new guidelines to ensure a structured direct taxation regime within multiple entities.

https://transferpricingindiasummit.com/Home.aspx",,"Eligibility Criteria: Open to industry professionals
Fees:  All Access - $595
Attendee Registration","Spoonsorship opportunities available
Contact required for further information
Sponsorship Registration",https://transferpricingindiasummit.com/Previous-Edition.aspx,,https://www.facebook.com/Inventicon-Business-Intelligence-Pvt-Ltd-1603485606622377/,,https://www.linkedin.com/company/inventicon-business-intelligence,https://twitter.com/InventiconBI
