Type of Event,Event Verticals,Name of Event,Dates,Hours,Date of Last Year's Event,Date of Next Year's Event,Country,City,Venue,# Atendees of Last Event,# Exhibitors of Last Event,URL,Phone Number,E-mail,About the Event,Exhibitors,Attendees,Exhibitor Info,Link to Photos,Link to Videos,Facebook,Instagram,Linkedin,Twitter
Conference,Advertising,Forward Sydney Summit,26 Feb 2020-27 Feb 2020,TBD,,Feb-21,Australia,Sydney,TBD,300,,https://forwardleading.co.uk/summits/forwardleading-sydney-summit-2020,,marketing@forwardleading.co.uk,"Trends in Marketing and Martech

We conduct in-depth market research and deliberately develop the agenda with leaders and experts who are at the forefront of marketing trends and technology to ensure that the event answers your true needs and interests. There are keynotes, thematic tracks, panel discussions, deep-dive sessions, networking lunches and drinks designed to maximise your experience.

https://forwardleading.co.uk/summits/forwardleading-sydney-summit-2020",,"Eligibility Criteria: Open to industry professionals
Fees: Early Bird Silver Pass - A$999
Early Bird Gold Pass - A$1.099
Early Bird Platinum Pass - $1.399
Attendee Registration","Sponsorship opportunities available
Contact required for further information
Sponsorship Registration",,,https://www.facebook.com/forwardleadingLTD/,https://www.instagram.com/forwardleadingltd/,https://www.linkedin.com/company/forwardleading/,https://twitter.com/ForwardLeading
Conference,Advertising,Digital Marketing Leaders Summit Jakarta,5 Mar 2020-6 Mar 2020,TBD,5-6 Mar 2019,Mar-21,Indonesia,Jakarta,TBD,100,,https://forwardleading.co.uk/summits/digital-marketing-leaders-jakarta-2020,,marketing@forwardleading.co.uk,"
Gathering of Asia's Most Influential Digital Leaders

The summit will gather the most influential, knowledgable and innovative digital strategists and marketers both regionally and across the globe. But they also must have that 'special something'; it could be a unique human touch, a truly individual mind, or the courage to take their organisation through hell and back- and win. We've found that these particular people can offer the best to our audience, and are able to get the best from them in return.

https://forwardleading.co.uk/summits/digital-marketing-leaders-jakarta-2020",,"Eligibility Criteria: Open to industry professionals
Fees: Startup Pass - $200
Silver Pass - $400
Gold Pass - $599
Attendee Registration","Sponsorship opportunities available
Contact required for further information
Sponsorship Registration",,,https://www.facebook.com/forwardleadingLTD/,https://www.instagram.com/forwardleadingltd/,https://www.linkedin.com/company/forwardleading/,https://twitter.com/ForwardLeading
Conference,Advertising,Brand Marketing Leaders Summit,22 Apr 2020-23 Apr 2020,TBD,24-25 Apr 2019,Apr-21,Singapore,,Singapore Marriott Tang Plaza Hotel,100,,https://forwardleading.co.uk/summits/brand-marketing-leaders-summit-singapore-2020,,marketing@forwardleading.co.uk,"Asia's Most Anticipated and Influential Brand Marketing Conference

Brand Marketing Leaders Summit will gather the most influential, knowledgable and innovative brand strategists and marketers both regionally and across the globe. These individuals are guaranteed to offer the best content and insights to our audiences.

https://forwardleading.co.uk/summits/brand-marketing-leaders-summit-singapore-2020",,"Eligibility Criteria: Open to industry professionals
Fees: Early Bird Silver Pass - $699
Early Bird Gold Pass - $799
Early Bird Platinum Pass - $999
Attendee Registration","Sponsorship opportunities available
Contact required for further information
Sponsorship Registration",,,https://www.facebook.com/forwardleadingLTD/,https://www.instagram.com/forwardleadingltd/,https://www.linkedin.com/company/forwardleading/,https://twitter.com/ForwardLeading
Conference,Advertising,Youth Marketing Strategy San Francisco,30 Oct 2019,09:00 AM - 03:40 PM,12-Jun-18,TBD,USA,San Francisco,Fort Mason Center,300,,https://ymssfo.voxburner.com,+1 646 661 2857,,"Drive Your Gen Z Strategy Forward

YMS returns to San Francisco for a second year running. A must-attend event for anyone looking to understand and reach the ever changing youth demographic. YMS offers the latest insights, freshest ideas and invaluable networking opportunities ready to drive your Gen Z marketing strategy forward.

https://ymssfo.voxburner.com/",,"Eligibility Criteria: Open to industry professionals
Fees: Super Early Bird -  $549 + Tax
Full Price - $749 + Tax
Group Pass x 5 - $449 + Tax
Attendee Registration","Sponsorship & exhibition opportunities available
Contact required for further information
Sponsorship Registration",,https://www.youtube.com/channel/UCP1FD1f607DOPJvlbc2wYoA/featured,,http://instagram.com/voxburner,https://www.linkedin.com/company/3100211/,https://twitter.com/voxburner
Trade Show & Conference,Advertising,Youth Marketing Strategy London,29 Apr 2020-30 Apr 2020,08:30 AM - 05:30 PM,16-17 Apr 2019,Apr-21,United Kingdom,London,The Old Truman Brewery,3000,100,https://ymsldn.voxburner.com/,+44 20 3422 7000,,"The World's Leading Youth Marketing Festival

Discover the latest trends, youth perspectives and brand case studies at YMS LDN, the worlds leading youth marketing festival. Youll leave with the insights, tools and contacts you need to win over the most diverse, influential and ambitious generation of young people yet.

https://ymsldn.voxburner.com","Marin,Nosto,Sprout Social,Tailify,The Tab,Adthena,CampaignUp,Brave Bison,Student Beans,CROWD.agency,Qumin,The Student Room,GlobalWebIndex,KRPT,Social Chain,The Student Marketing Company,Brightcove Inc.,DataSine,Fanbytes,GetResponse","Eligibility Criteria: Open to industry professionals
Fees: Super Early Bird - 595 + VAT
Group Pass x 10 - 550 + VAT
Early Bird - 745 + VAT
Full Price Ticket - 1.145 + VAT
Attendee Registration","Sponsorship & exhibition opportunities available
Contact required for further information
Sponsorship Registration",,https://www.youtube.com/playlist?list=PLZyeIRIBt2yFSeSxulGrmg_YUMZs6CPQR,,http://instagram.com/voxburner,https://www.linkedin.com/company/3100211/,https://twitter.com/voxburner
Conference,Advertising,Youth Marketing Strategy NYC,17 Sep 2019-18 Sep 2019,08:55 AM - 06:00 PM,2-3 Oct 2018,Sep-Oct 2020,USA,New York,The Landing @ Industry City,1500,,https://ymsnyc.voxburner.com,+1 646 661 2857,,"Drive Your Gen Z Marketing Strategy Forward

YMS returns for a 6th year in New York. A must-attend event for anyone looking to understand and reach the ever changing youth demographic. YMS offers the latest insights, freshest ideas and invaluable networking opportunities ready to drive your Gen Z marketing strategy forward.

https://ymsnyc.voxburner.com/",,"Eligibility Criteria: Open to industry professionals
Fees: Early Bird - $849 + Tax
Full Price - $1.000 + Tax
Group Pass x 5 - $600 + Tax
Attendee Registration","Sponsorship & exhibition opportunities available
Contact required for further information
Sponsorship Registration",,https://www.youtube.com/playlist?list=PLZyeIRIBt2yE8laFnMLZkC7pJmFNrl0hZ,,http://instagram.com/voxburner,https://www.linkedin.com/company/3100211/,https://twitter.com/voxburner
Conference,Advertising,The Digital Transformation Conference London,21 Nov 2019,09:00 AM - 06:00 PM,22-Nov-18,Nov-20,United Kingdom,London,TBD,,,http://digitaltransformationconf.co.uk/,,hello@roar-media.co.uk,"The UK's Biggest Digital Business Innovation Conference

The Digital Transformation Conference returns to London on November 21st for our fourth year to dive deeper than ever before into the world of digital business, going beyond the buzz-word of Digital Transformation and making real sense of transformation through business use cases, common challenges and inspirational ideas.

http://digitaltransformationconf.co.uk/",,"Eligibility Criteria: Open to industry professionals
Fees: Full Access Pass (Super-Early-Bird) - 249","Sponsorship opportunities available
Contact required for further information
sam@roar-media.co.uk",,,,,https://www.linkedin.com/company/roar-media-uk/,https://twitter.com/Roar_Digital
Conference,Advertising,The Digital Transformation Conference Boston,17 Oct 2019,08:30 AM - 06:00 PM,20-Sep-18,Sep-Oct 2020,USA,Boston,"The Hyatt Regency, One Avenue de Lafayette (expected)",,,http://digitaltransformationconf.com/,,hello@roar-media.co.uk,"The Global Business Conference Series

Digital Business Leaders share case studies, their challenges, success stories and a whole lot more at The Digital Transformation Conference 2019. Digital Transformation is reinventing organisations through the use of digital technology. The pace of change over the last five years has been hugely significant with businesses accelerating digital capabilities at an astonishing rate.

http://digitaltransformationconf.com/",,"Eligibility Criteria: Open to industry professionals
Fees: Full Access Pass (Super-Early-Bird) - $249","Sponsorship opportunities available
Contact required for further information
sam@roar-media.co.uk",,,,,https://www.linkedin.com/company/roar-media-uk/,https://twitter.com/Roar_Digital
Conference,Advertising,The D.C. Digital Transformation Conference,24 Oct 2019,08:30 AM - 06:00 PM,03-Oct-18,Oct-20,USA,Washington DC,TBD,,,http://digitaltransformationdc.com/,,hello@roar-media.co.uk,"Diving Deeper into Both Federal & Enterprise Transformational Success

With rapid transformation comes the need to properly harness digital technologies and put them into effective use. The Digital Transformation Summit D.C. brings together leaders spearheading digital initiatives in their organisations to offer insights, education and case studies on what can be a confusing environment.

http://digitaltransformationdc.com/",,"Eligibility Criteria: Open to industry professionals
Fees: Full Access Pass (Super-Early-Bird) - $199","Sponsorship opportunities available
Contact required for further information
sam@roar-media.co.uk",,,,,https://www.linkedin.com/company/roar-media-uk/,https://twitter.com/Roar_Digital
Trade Show & Conference,Advertising,MAD/Fest,13 Nov 2019-14 Nov 2019,09:00 AM - 06:00 PM,28-29 Nov 2018,Nov-20,United Kingdom,London,Old Truman Brewery,4000,,https://www.madfestlondon.com/,+44 20 7420 3252,info@madfestlondon.com,"The UK's Largest Festival for Brand Decision Makers

MAD/Fest London 2019 will pull together crew of marketers, start-ups, disruptors, tech types and media folk, and also the people who are carving out the future of marketing, advertising and technology.

https://www.madfestlondon.com/about#about",,"Eligibility Criteria: Open to industry professionals and trade visitors
Fees: Early Bird Networker Pass - 1.995 + Fee + VAT (by 31 Aug)
Early Bird 2 Networker Pass - 2.495 + Fee + VAT (by 30 Sep)
Networker Pass - 2.995 + Fee + VAT (by 13 Nov)
Attendee Registration","Sponsorship and exhibition opportunities available
Contact required for further information
Sponsor/Exhibitor Registration",,https://www.youtube.com/channel/UCi6UpXbMvnnnAgWD7cPz9_A/videos,,https://www.instagram.com/madfestlondon/,https://www.linkedin.com/company/mad-fest/,https://twitter.com/MADFESTLONDON
Conference,Advertising,UnGagged Los Angeles,7 Nov 2019-8 Nov 2019,09:00 AM - 05:30 PM (7 Nov 2019)|09:00 AM - 05:30 PM (8 Nov 2019),4-7 Nov 2018,Nov-20,USA,Los Angeles,Convene South Grand Avenue,,,https://www.ungagged.com/los-angeles/,+1 855 664 8155,support@ungagged.com,"The Ultimate Digital Marketing Convention

UnGagged Los Angeles is an SEO and Digital Marketing conference unlike any other. We dedicate two days to delivering actionable methods and strategies, covering all aspects of online marketing, including CRO, technical SEO, link building, analytics, affiliate marketing and content marketing. Then, as if that wasnt enough, we also run one-day intensive masterclasses on a range of subjects, giving you the opportunity to go into more depth on the area of SEO and IM that matters most to you.

https://www.ungagged.com/los-angeles/",,"Eligibility Criteria: Open to industry professionals
Fees: Early Bird - Full Access Ticket - $999 (by 31 Aug)
4+ Early Bird - Full Access Ticket - $928 (by 31 Aug)
Onsite - $1.595
Attendee Registration","Sponsorship Fees: Packages vary between $400 - $23.000
Exhibitor Fees: Rolling Screensaver between Sessions - $750
Banners in Networking Space - $800
Registration Area Sponsor - $2.000
Sponsored Table - $3.750
Keynote Sponsor - $4.000
Sponsor/Exhibit Registration",,https://www.youtube.com/c/UnGagged,https://www.facebook.com/UngaggedUSA,https://www.instagram.com/ungagged,https://www.linkedin.com/company/ungagged-ltd,https://twitter.com/UnGaggedUSA
Conference,Advertising,UnGagged London,1 Apr 2019-2 Apr 2019,10:00 AM - 05:30 PM (1 Apr 2019)|09:00 AM - 05:30 PM (2 Apr 2019),11-13 Jun 2018,TBD,United Kingdom,London,etc.venues County Hall,,,https://www.ungagged.com/london/,+44 333 150 2075,support@ungagged.com,"Go Beyond the Concentional Wisdom

Go beyond the Conventional wisdom and learn the strategies that experts wont reveal anywhere else! Youll get actionable methods, unfiltered advice and real-world digital marketing concepts through practical step-by-step sessions. Unlike most SEO conferences, UnGagged is unrecorded with a strict No fluff and no sales pitches policy; we focus on valuable take-away methods that can be implemented the next day before it becomes common knowledge.

https://www.ungagged.com/london/",,"Eligibility Criteria: Open to industry professionals
Fees: General Admission - 799 + VAT
4+ General Admission - 759 + VAT
Attendee Registration","Sponsorship Fees: Packages vary between $400 - $23.000
Exhibitor Fees: Rolling Screensaver between Sessions - $750
Banners in Networking Space - $800
Registration Area Sponsor - $2.000
Sponsored Table - $3.750
Keynote Sponsor - $4.000
Sponsor/Exhibit Registration",,https://www.youtube.com/playlist?list=PLxj3DhbNdt1h2th6duBRVaz-FTLi4wmZs,https://www.facebook.com/UngaggedUSA,https://www.instagram.com/ungagged,https://www.linkedin.com/company/ungagged-ltd,https://twitter.com/UnGaggedUSA
Conference,Advertising,DAM San Diego,6 Nov 2019-7 Nov 2019,09:00 AM - 06:00 PM,15-16 Nov 2018,Nov-20,USA,San Diego,Hilton San Diego Bayfront,,,https://www.henrystewartconferences.com/events/events-dam-san-diego-2019,+44 207 092 3494,claires@henrystewart.co.uk,"The Art and Practice of Managing Digital Media

As the West Coast's leading conference dedicated to Digital Asset Management, we provide a unique environment to exchange knowledge, experiences and build long lasting professional networks. We examine through real world case studies, interactive panels, workshops, roundtables and tutorials, the latest thinking and new developments in the world of DAM - all from the users perspective.

https://www.henrystewartconferences.com/events/events-dam-san-diego-2019","Censhare,Digimarc,Orange Logic,Widen,MediaBeacon","Eligibility Criteria: Open to industry professionals
Fees: Super Early Bird (by August 23)
End User - $1.099
Solution Provider - $1.399
Non Profit - $799
Additional Delegates - $650
Standard Fee
End User - $1.299
Solution Provider - $1.599
Non Profit - $899
Additional Delegates - $650
Attendee Registration","Sponsorship and exhibition opportunities available
Contact required for further information
daniell@henrystewart.co.uk
+44 207 092 3488",,,https://www.facebook.com/henrystewartdam/,,https://www.linkedin.com/company/henry-stewart/,https://twitter.com/henrystewartdam/
Trade Show & Conference,Advertising,Influence Marketing Show,22 Oct 2019-23 Oct 2019,09:00 AM - 06:00 PM,15-16 Oct 2018,Oct-20,United Kingdom,London,Old Billingsgate,250,40,https://performancein.live/influencer-marketing-show/,+44 117 990 2950,events@performancein.com,"Definitive Event for Brands Looking for the Best Content

The Influencer Marketing Show educates brands, agencies, tech platforms and content creators, enabling them to make smarter decisions on their influencer marketing campaigns.

https://performancein.live/ims-about/","HypeAuditor,Influencity,Inkwave,MIN,Mikz Alliance,Stellar,Traackr","Eligibility Criteria: Open to industry professionals
Fees: Standard - 300 + VAT
Networking - 350 + VAT
VIP - 500 + VAT
Attendee Registration","Sponsorship and exhibition opportunities available
Contact required for further information
Sponsor/Exhibitor Registration",,,https://www.facebook.com/influencershow/,https://www.instagram.com/influencershow/,https://www.linkedin.com/company/influencer-marketing-show/,https://twitter.com/influencershow
Conference,Advertising,Hero Conf London,21 Oct 2019-22 Oct 2019,09:15 AM - 06:15 PM (21 Oct 2019)|09:00 AM - 05:15 PM (22 Oct 2019),22-24 Oct 2018,Oct-20,United Kingdom,London,etc.venues St. Pauls,300,,https://www.ppchero.com/hero-conf-london/,,heroconf@hanapinmarketing.com,"The World's Only All-PPC Conference

Hero Conf goes abroad for our 5th annual London event, 21 & 22 October at etc.venues St Pauls. We are a gathering of digital nerds looking for a training event that covers PPC alongside the most pressing developments in the world of digital marketing. Expect a deep-dive into the content you need to manage your accounts better, stay up-to-date on industry trends and generally have fun learning about the latest in paid search.

https://www.ppchero.com/hero-conf-london/about/",,"Eligibility Criteria: Open to industry professionals
Fees: Conference Only Pass - 975
Conference Pass + Excel Coaching - 1.495
Conference Pass + Agency Coaching - 1.495
Attendee Registration","Sponsorship opportunities available
Contact required for further information
Sponsorship Registration",https://www.ppchero.com/hero-conf-london/about/#gallery-1,,https://www.facebook.com/heroconf/,,https://www.linkedin.com/company/hanapin-marketing,https://twitter.com/heroconf
Conference,Advertising,Hero Conf Austin,8 Apr 2020-9 Apr 2020,08:45 AM - 06:15 PM,22-25 Apr 2018,Apr-21,USA,Austin,Hilton Austin,600,,https://www.ppchero.com/hero-conf/,,heroconf@hanapinmarketing.com,"The World's Only All-PPC Conference

Hero Conf launches our 9th annual US event, April 8-9 at the Hilton Austin. We are a gathering of digital nerds looking for a training event that covers PPC alongside the most pressing developments in the world of digital marketing. Expect a deep-dive into the content you need to manage your accounts better, stay up-to-date on industry trends and generally have fun learning about the latest in paid search.

https://www.ppchero.com/hero-conf/about/",,"Eligibility Criteria: Open to industry professionals
Fees: Conference Only Pass - $1.100
Conference Pass + Excel Coaching - $2.100
Conference Pass + Agency Coaching - $2.100
Attendee Registration","Sponsorship opportunities available
Contact required for further information
Sponsorship Registration",https://www.ppchero.com/hero-conf/about/#gallery-1,,https://www.facebook.com/heroconf/,,https://www.linkedin.com/company/hanapin-marketing,https://twitter.com/heroconf
Trade Show & Conference,Advertising,FUTR Asia Summit,16 Oct 2019-17 Oct 2019,09:20 AM - 06:30 PM,24-25 Oct 2018,Oct-20,Singapore,,Suntec,2000,15,http://www.futr.today/singapore2019/,+44 207 993 4602,team@futr.today,"Fresh Thinking and Progressive Change in the Future of Retail, Marketing and Commerce

FUTR is the annual gathering of brands and retailers across Digital, Marketing, Ecommerce, Retail, Innovation and Customer Experience, that want to stay at the cutting-edge of insights, technologies and solutions across retail and marketing. A watering hole for the future-focused leaders who want to see whats next, understand how to bridge the gap between now and next, while carrying forward authentic values with no baggage.

http://www.futr.today/singapore2019/about/","NS8,Meltwater,Magento Commerce,Jones Knowles Ritchie,Synthesio,Bigcommerce,Shootsta,Falcon,Blis,Guardsquare,AI Palette,Emporio Analytics,Xopa AI Pte Ltd.,Narrators,SurveySensum","Eligibility Criteria: Open to industry professionals
Fees: General Admission
Early Bird - S$400
Release One - S$550
General Admission - S$725
General Admission - Singapore Resident
Early Bird - S$400
Release One - S$550
General Admission - S$725
Group Admission (2+ Tickets)
Early Bird - S$330
Release One - S$412,50
General Admission - S$543,75
Group Admission (2+ Tickets) - Singapore Resident
Early Bird - S$300
Release One - S$412,50
General Admission - S$543,75
Group General Admission (4+ Tickets)
Early Bird - S$200
Release One - S$368,50
General Admission - S$485,75
Group General Admission (4+ Tickets) - Singapore Resident
Early Bird - S$200
Release One - S$368,50
General Admission - S$485,75
Attendee Registration","Sponsorship and exhibition opportunities available
Contact required for further information
Sponsor/Exhibitor Registration",,,https://www.facebook.com/FUTRGroup/,https://www.instagram.com/FUTRGroup/,https://www.linkedin.com/company/futrgroup/,https://twitter.com/FUTRGroup
Trade Show & Conference,Advertising,FUTR Europe Summit,22 Apr 2020,09:00 AM - 06:00 PM,24-25 Apr 2019,Mar-Apr 2021,United Kingdom,London,TBD,2500,49,http://www.futr.today/london2020,+44 207 993 4602,team@futr.today,"Fresh Thinking and Progressive Change in the Future of Retail, Marketing and Commerce

FUTR is the annual gathering of brands and retailers across Digital, Marketing, Ecommerce, Retail, Innovation and Customer Experience, that want to stay at the cutting-edge of insights, technologies and solutions across retail and marketing. A watering hole for the future-focused leaders who want to see whats next, understand how to bridge the gap between now and next, while carrying forward authentic values with no baggage.

http://www.futr.today/london2020/about/","Qumin,Xverify,Hyperion Tech,Web Spiders,Consignor,Appointedd,Go Instore,Localistico,Hullabalook,Spirable,HYPR,Ksubaka,Emerging Communications,Successfuly,Mad World,Unlimited Brewing Company,Sustainably,Duel,Bilendi,Fuga Technologies","Eligibility Criteria: Open to industry professionals
Fees: Contact required for further information
Registration will be opened.","Sponsorship and exhibition opportunities available
Contact required for further information
Sponsor/Exhibitor Registration",,,https://www.facebook.com/FUTRGroup/,https://www.instagram.com/FUTRGroup/,https://www.linkedin.com/company/futrgroup/,https://twitter.com/FUTRGroup
Conference,Advertising,OnBrand,10 Oct 2019,09:00 AM - 06:00 PM,11-Oct-18,Oct-20,Netherlands,Amsterdam,SugarCity Events,,,https://onbrand.me/,+31 20 820 3740,,"Europe's Leading Branding Conference for Marketing and Creative Professionals

Every year, major playersCMOs, brand directors, and creative leaderscome together in Amsterdam, Europes international creative hub, to discuss the intersection between marketing and technology, and the trends set to shape the future of the industry.

https://onbrand.me/",,"Eligibility Criteria: Open to industry professionals
Fees: Full Price Ticket - 440,38
Attendee Registration","Partnership opportunities available
Contact required for further information
partnerships@onbrand.me",,https://video.onbrand.me/,https://www.facebook.com/OnBrandConf/,https://www.instagram.com/onbrandconf/,https://www.linkedin.com/company/onbrandconf/,https://twitter.com/onbrandconf
Conference,Advertising,The Digital Transformation Conference Europe,3 Oct 2019,09:00 AM - 06:00 PM,,Oct-20,Netherlands,Amsterdam,TBD,,,http://digitaltransformationeurope.com/,,hello@roar-media.co.uk,"Bringing Digital Innovators Together

The Digital Transformation Conference brings together leaders spearheading digital initiatives in their organisations to offer insights, education and case studies on digital business innovation.

http://digitaltransformationeurope.com/",,"Eligibility Criteria: Open to industry professionals
Fees: Super-Early-Bird - 149","Sponsorship opportunities available
Contact required for further information
sam@roar-media.co.uk",,,,,https://www.linkedin.com/company/roar-media-uk/,https://twitter.com/Roar_Digital
Conference,Advertising,MarketEd.Live,30 Sep 2019,09:30 AM - 04:45 PM,25-Sep-18,Sep-20,United Kingdom,Nottingham,Nottingham Contemporary,,,https://marketed.live,+44 1509 228702,hey@marketed.live,"Be Inspired. Learn. Improve Your Marketing.

Make your marketing strategies more sophisticated by learning about other multiple marketing disciplines that work hand-in-hand with your current expertise Build relationships with other delegates and share experiences with great people. We'd love to see you in Nottingham in September.

https://marketed.live/",,"Eligibility Criteria: Open to industry professionals
Fees: Standard - 267 + Fee + Tax
Group of 3 - 237
Group of 5 - 207
Attendee Registration",,,,https://www.facebook.com/MarketEdLive/,https://www.instagram.com/marketed.live/,https://www.linkedin.com/company/marketed-live/,https://twitter.com/marketedlive
Trade Show & Conference,Advertising,AllFacebook Marketing Conference,30 Sep 2019,09:00 AM - 06:00 PM,08-Oct-18,Sep-Oct 2020,Germany,Berlin,BCC Berlin,1000,,https://conference.allfacebook.de/,,kontakt@allfacebook.de,"One of Germany's Largest Conferences for Facebook & Social Media Marketing

This great conference is one day, 5 stages, 50 speakers, 1000+ participants and
100% social media marketing for companies. Facebook, Instagram, WhatsApp, Pinterest, Twitter, YouTube and more for business.

https://conference.allfacebook.de/","Loreal,Vorwerk,MediaMarkt,Deutsche Telekom,BMW,Facebook,Nivea,Microsoft,Red Bull,Ebay,GJ,O2,Lufthansa,Adobe,Allianz","Eligibility Criteria: Open to industry professionals
Fees: Conference Ticket - 695
Combo Ticket - 1.385
Workshop Ticket - 790
Attendee Registration","Sponsorship and exhibition opportunities available
Contact required for further information
Sponsor/Exhibitor Registration",https://conference.allfacebook.de/archiv/,,http://fb.me/marketingde,,,http://twitter.com/allfacebookde
Trade Show & Conference,Advertising,AllInstagram Marketing Conference,30 Sep 2019,09:00 AM - 06:00 PM,08-Oct-18,Sep-Oct 2020,Germany,Berlin,BCC Berlin,1000,,https://conference.allfacebook.de/instagram/,,kontakt@allfacebook.de,"One of Germany's Largest Conferences for Instagram & Social Media Marketing

This great conference is one day, 5 stages, 50 speakers, 1000+ participants and
100% social media marketing for companies. Facebook, Instagram, WhatsApp, Pinterest, Twitter, YouTube and more for business.

https://conference.allfacebook.de/instagram/","Loreal,Vorwerk,MediaMarkt,Deutsche Telekom,BMW,Facebook,Nivea,Microsoft,Red Bull,Ebay,GJ,O2,Lufthansa,Adobe,Allianz","Eligibility Criteria: Open to industry professionals
Fees: Conference Ticket - 695
Combo Ticket - 1.385
Workshop Ticket - 790
Attendee Registration","Sponsorship and exhibition opportunities available
Contact required for further information
Sponsor/Exhibitor Registration",https://conference.allfacebook.de/archiv/,,https://www.facebook.com/events/icm-international-congress-center-m%C3%BCnchen/allinstagram-marketing-conference/236198303975914/,,,http://twitter.com/allfacebookde
Trade Show & Conference,Advertising,Technology for Marketing,25 Sep 2019-26 Sep 2019,10:00 AM - 04:45 PM (25 Sep 2019)|09:50 AM - 06:00 PM (26 Sep 2019),26-27 Sep 2018,Sep-20,United Kingdom,London,Olympia,15000,250,https://www.technologyformarketing.co.uk/,,karl.nitzsche@closerstillmedia.com,"UK's One of the Greatest Event Dedicatd to Martech

This great event is a spot for marketers and advertisers to nurture their next big idea and place to gather actionable inspiration from marketing and advertising gurus who will share their glimpse of the future.

https://www.technologyformarketing.co.uk/why-visit","8 Million Stories Ltd,Dataiku,GetResponse,Communigator Ltd,Lead Forensics Ltd,ExtraMile Communications,Act-On Software, Inc.,Inbox Insight Ltd,Relative Insight,Roistat,Selligent Marketing Cloud,Showshoppa,SplashBI,Nimlok Ltd,Maglabs,OneTrust,VL Digital Ltd,FlexRM Ltd,AWA Digital,Data Dwell Ltd","Eligibility Criteria: Open to industry professionals
Fees: Free
Attendee Registration","Sponsorship Fees: No information
Exhibitor Fees: Contact required for further information
Exhibitor Registration",https://www.technologyformarketing.co.uk/technology-for-marketing-2018,,https://www.facebook.com/technologyformarketing/,,https://www.linkedin.com/company/tfm&a-insights/,https://twitter.com/tfm_event
Conference,Advertising,DAM Chicago,24 Sep 2019,09:00 AM - 05:30 PM,12-Sep-18,Sep-20,USA,Chicago,InterContinental Magnificent Mile,,,https://www.henrystewartconferences.com/events/events-dam-chicago-2019,+44 207 092 3494,,"The Art and Practice of Managing Digital Media

As the Midwest's largest conference dedicated to Digital Asset Management, we provide a unique environment to exchange knowledge, experiences and build long lasting professional networks. We examine through real world case studies, interactive panels, workshops, roundtables and tutorials, the latest thinking and new developments in the world of DAM - all from the users perspective.

https://www.henrystewartconferences.com/events/events-dam-chicago-2019/whyattend","Widen,Censhare,Orange Logic,Allied Vaughn,Graymeta,Impira,Pacific Media Technologies Inc.","Eligibility Criteria: Open to industry professionals
Fees: Super Early Bird (by August 16)
End User - $699
Solution Provider - $899
Non Profit - $499
Additional Delegates - $399
Standard Fee
End User - $799
Solution Provider - $999
Non Profit - $599
Additional Delegates - $399
Attendee Registration","Sponsorship and exhibition opportunities available
Contact required for further information
daniell@henrystewart.co.uk
+44 207 092 3488",,,https://www.facebook.com/henrystewartdam/,https://www.instagram.com/henrystewartevents/?hl=en,https://www.linkedin.com/company/101872?trk=tyah&trkInfo=clickedVertical%3Acompany%2CclickedEntityId%3A101872%2Cidx%3A3-2-9%2CtarId%3A1467717983821%2Ctas%3Ahenry%20stewart,https://twitter.com/henrystewartdam
Conference,Advertising,Product Marketing Summit San Francisco,17 Sep 2019-18 Sep 2019,08:20 AM - 05:45 PM (17 Sep 2019)|08:20 AM - 05:30 PM (18 Sep 2019),,Sep-20,USA,San Francisco,Bespoke at Westfield San Francisco Centre,600,,https://productmarketingworld.com/location/sanfrancisco,+1 310 734 8479,jking@teamsequel.io,"Inspiring Content Created and Delivered by Pioneering Product Marketers

In September 2019, Product Marketing Summit will assemble the largest gathering of PMMs from the worlds largest companies and most exciting startups in San Francisco to share Product Marketing success stories, experiences and challenges of those positioned at the intersection of product, marketing & sales.

https://productmarketingworld.com/location/sanfrancisco/whyattend",,"Eligibility Criteria: Open to industry professionals
Fees: PMM Team - $795
Silver Pass - $995
Gold Pass - $1.195
Platinum Pass - $1.395
Attendee Registration","Partnership opportunities available
Contact required for further information
Partnership Registration",,,https://www.facebook.com/groups/productmarketingworld,,https://www.facebook.com/groups/productmarketingworld,https://twitter.com/PMMworld
Conference,Advertising,Product Marketing Summit New York,21 Mar 2019-22 Mar 2019,08:45 AM - 05:30 PM (21 Mar 2019)|08:45 AM - 05:00 PM (22 Mar 2019),5-6 Dec 2018,TBD,USA,New York,New Lab,300,,https://productmarketingworld.com/location/newyork,+1 310 734 8479,jking@teamsequel.io,"Inspiring Content Created and Delivered by Pioneering Product Marketers

In September 2019, Product Marketing Summit will assemble the largest gathering of PMMs from the worlds largest companies and most exciting startups in San Francisco to share Product Marketing success stories, experiences and challenges of those positioned at the intersection of product, marketing & sales.

https://productmarketingworld.com/location/newyork/whyattend",,"Eligibility Criteria: Open to industry professionals
Fees: Content Pass - $250
Attendee Registration","Partnership opportunities available
Contact required for further information
Partnership Registration",,,https://www.facebook.com/groups/productmarketingworld,,https://www.facebook.com/groups/productmarketingworld,https://twitter.com/PMMworld
